date,appliance_type,ambient_temperature,process_temperature,rotational_speed,torque,service_required,TWF,HDF,PWF,OSF,RNF,temp_diff,device_age_months,failure_risk_score,risk_category,device_id,day,power_consumption_kwh,ambient_temperature_energy,usage_hours_daily,energy_per_hour,region,appliance_type_energy
123,L,299.0,308.8,1310.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,3.7333333333333334,0.0032569666,Low Risk,122,2016-03-12,14.2,4.529861111111111,2.4,5.916666666666667,South,Washing Machine
124,L,298.9,308.7,1546.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,3.8,0.0031247966,Low Risk,123,2016-05-23,11.96,12.570486111111112,2.4,4.983333333333334,South,Refrigerator
125,L,298.9,308.7,1727.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,3.8666666666666667,0.002415458,Low Risk,124,2016-02-07,11.43,8.263541666666667,2.4,4.7625,North,AC
126,L,298.9,308.6,1560.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,9.700000000000045,3.933333333333333,0.0034214535,Low Risk,125,2016-02-07,11.43,8.263541666666667,2.4,4.7625,North,AC
127,L,299.0,308.6,1329.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,4.0,0.0065597137,Low Risk,126,2016-04-27,10.81,4.772916666666666,2.4,4.504166666666667,West,AC
128,L,298.9,308.6,1413.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,9.700000000000045,4.066666666666666,0.011870894,Low Risk,127,2016-02-23,12.77,4.321180555555555,2.4,5.320833333333334,South,AC
129,L,299.0,308.6,1587.0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,4.133333333333334,0.0035005745,Low Risk,128,2016-04-03,10.34,15.3125,2.4,4.308333333333334,East,AC
130,L,298.9,308.5,1559.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,9.600000000000023,4.2,0.0045236493,Low Risk,129,2016-02-09,18.11,4.990972222222222,2.4,7.545833333333333,South,AC
131,L,298.8,308.4,1473.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,9.599999999999966,4.266666666666667,0.005033331,Low Risk,130,2016-03-25,25.98,7.070833333333334,2.4,10.825000000000001,North,Refrigerator
132,L,298.8,308.4,1737.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,9.599999999999966,4.333333333333333,0.0033423635,Low Risk,131,2016-05-17,9.51,12.494791666666666,2.4,3.9625,West,AC
133,M,298.7,308.4,1441.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,4.4,0.0038185476,Low Risk,132,2016-04-11,11.21,12.888541666666667,2.4,4.670833333333334,East,Refrigerator
134,M,298.7,308.4,1430.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,4.5,0.01207355,Low Risk,133,2016-05-18,11.84,12.92361111111111,2.4,4.933333333333334,North,Refrigerator
135,L,298.8,308.4,1369.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,9.599999999999966,4.6,0.011558547,Low Risk,134,2016-05-10,9.5,16.717361111111114,2.4,3.9583333333333335,East,Washing Machine
136,M,298.8,308.5,1711.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,9.699999999999989,4.666666666666667,0.0057664267,Low Risk,135,2016-02-06,11.98,9.75173611111111,2.4,4.991666666666667,South,Refrigerator
137,H,298.7,308.5,1420.0,45.7,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,4.766666666666667,0.02477903,Low Risk,136,2016-05-10,9.5,16.717361111111114,2.4,3.9583333333333335,East,Washing Machine
138,L,298.7,308.6,1297.0,55.3,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,4.933333333333334,0.0042085936,Low Risk,137,2016-05-05,12.1,12.8,2.4,5.041666666666667,West,Refrigerator
139,H,298.8,308.6,1449.0,49.4,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,5.0,0.0059300656,Low Risk,138,2016-01-13,13.97,4.856944444444444,2.4,5.820833333333334,East,Washing Machine
140,L,298.8,308.6,1268.0,55.8,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,5.166666666666667,0.0039883326,Low Risk,139,2016-04-22,24.57,11.141666666666667,2.4,10.2375,West,Refrigerator
141,L,298.8,308.6,1511.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,5.233333333333333,0.008201424,Low Risk,140,2016-05-26,21.17,14.92361111111111,2.4,8.820833333333335,East,AC
142,L,298.7,308.5,1544.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,5.3,0.008201424,Low Risk,141,2016-03-12,14.2,4.529861111111111,2.4,5.916666666666667,South,Washing Machine
143,M,298.6,308.4,1778.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,9.799999999999955,5.366666666666666,0.0076751336,Low Risk,142,2016-03-01,10.42,2.4524305555555554,2.4,4.341666666666667,West,AC
144,H,298.6,308.4,1407.0,50.5,0.0,0.0,0.0,0.0,0.0,0.0,9.799999999999955,5.466666666666667,0.00994882,Low Risk,143,2016-03-09,12.5,5.178819444444445,2.4,5.208333333333334,East,Washing Machine
145,M,298.6,308.4,1391.0,42.4,0.0,0.0,0.0,0.0,0.0,0.0,9.799999999999955,5.633333333333334,0.0053989287,Low Risk,144,2016-05-07,13.99,18.51909722222222,2.4,5.829166666666667,West,Refrigerator
146,L,298.5,308.4,1513.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,5.733333333333333,0.010035845,Low Risk,145,2016-04-15,18.92,11.671875,2.4,7.883333333333335,South,AC
147,H,298.5,308.4,1612.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,5.8,0.0040901164,Low Risk,146,2016-05-02,12.33,10.198958333333334,2.4,5.1375,East,Refrigerator
148,L,298.4,308.4,1515.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.966666666666667,0.011720976,Low Risk,147,2016-03-12,14.2,4.529861111111111,2.4,5.916666666666667,South,Washing Machine
149,M,298.3,308.3,1379.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.033333333333333,0.009768144,Low Risk,148,2016-03-02,13.360000000000001,5.936805555555555,2.4,5.566666666666667,West,Refrigerator
150,L,298.4,308.3,1473.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,6.133333333333334,0.015095758,Low Risk,149,2016-01-22,6.58,1.5989583333333333,2.4,2.7416666666666667,North,Washing Machine
151,L,298.4,308.3,1422.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,6.2,0.017685356,Low Risk,150,2016-02-18,12.06,1.1670138888888888,2.4,5.025,West,Refrigerator
152,M,298.4,308.2,1463.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,6.266666666666667,0.011898013,Low Risk,151,2016-05-19,10.08,12.264583333333333,2.4,4.2,North,Refrigerator
153,M,298.4,308.2,1584.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,6.366666666666666,0.013325567,Low Risk,152,2016-05-20,9.32,13.777430555555556,2.4,3.8833333333333337,North,Washing Machine
154,L,298.4,308.2,1850.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,6.466666666666667,0.019437581,Low Risk,153,2016-05-02,12.33,10.198958333333334,2.4,5.1375,East,Refrigerator
155,L,298.4,308.2,1528.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,6.533333333333333,0.03926285,Low Risk,154,2016-04-20,11.61,8.882291666666667,2.4,4.8375,East,AC
156,H,298.4,308.2,1987.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,6.6,0.006267303,Low Risk,155,2016-05-02,12.33,10.198958333333334,2.4,5.1375,East,Refrigerator
157,M,298.4,308.1,1495.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,9.700000000000045,6.766666666666667,0.018960262,Low Risk,156,2016-03-31,11.4,6.925,2.4,4.75,North,Refrigerator
158,H,298.4,308.2,1478.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,6.866666666666666,0.05578029,Low Risk,157,2016-05-02,12.33,10.198958333333334,2.4,5.1375,East,Refrigerator
159,M,298.4,308.2,1499.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,7.033333333333333,0.19697222,Low Risk,158,2016-01-12,12.34,5.566319444444444,2.4,5.141666666666667,South,AC
160,L,298.4,308.2,1471.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,7.133333333333334,0.5589251,Medium Risk,159,2016-05-19,10.08,12.264583333333333,2.4,4.2,North,Refrigerator
161,L,298.4,308.2,1282.0,60.7,1.0,0.0,0.0,0.0,1.0,0.0,9.800000000000011,7.2,0.99677354,High Risk,160,2016-03-04,13.73,4.074305555555556,2.4,5.720833333333334,West,Refrigerator
162,L,298.3,308.1,1412.0,52.3,1.0,0.0,0.0,0.0,1.0,0.0,9.800000000000011,7.266666666666667,0.9793228,High Risk,161,2016-04-06,12.61,8.603124999999999,2.4,5.254166666666666,East,AC
163,L,298.3,308.1,1586.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,0.0,0.0011561816,Low Risk,162,2016-05-18,11.84,12.92361111111111,2.4,4.933333333333334,North,Refrigerator
164,M,298.4,308.2,1468.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,0.06666666666666667,0.0009974679,Low Risk,163,2016-05-15,14.98,8.556597222222221,2.4,6.241666666666667,East,AC
165,M,298.5,308.3,1440.0,43.6,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,0.16666666666666666,0.0016013569,Low Risk,164,2016-05-19,10.08,12.264583333333333,2.4,4.2,North,Refrigerator
166,L,298.5,308.4,1733.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,0.26666666666666666,0.00085992954,Low Risk,165,2016-03-03,11.81,4.016666666666667,2.4,4.920833333333333,South,Refrigerator
167,H,298.4,308.2,1612.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,0.3333333333333333,0.000946626,Low Risk,166,2016-03-18,9.02,3.826388888888889,2.4,3.7583333333333333,South,Refrigerator
168,H,298.4,308.3,1458.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,0.5,0.0018857735,Low Risk,167,2016-05-12,10.4,16.525694444444444,2.4,4.333333333333334,South,AC
169,L,298.4,308.3,1433.0,62.3,1.0,0.0,0.0,1.0,0.0,0.0,9.900000000000034,0.6666666666666666,0.9819272,High Risk,168,2016-02-17,9.620000000000001,-0.4972222222222222,2.4,4.008333333333334,North,Refrigerator
170,L,298.4,308.3,1318.0,59.1,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,0.7333333333333333,0.004362018,Low Risk,169,2016-02-03,19.14,4.886805555555555,2.4,7.9750000000000005,South,Washing Machine
171,M,298.4,308.2,1610.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,0.8,0.0018275924,Low Risk,170,2016-03-19,16.37,5.642361111111111,2.4,6.820833333333334,East,Washing Machine
172,L,298.2,308.1,1462.0,50.8,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,0.9,0.004065353,Low Risk,171,2016-05-05,12.1,12.8,2.4,5.041666666666667,West,Refrigerator
173,M,298.1,308.0,1924.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,9.899999999999977,0.9666666666666667,0.001446142,Low Risk,172,2016-04-17,15.25,5.509375,2.4,6.354166666666667,West,AC
174,M,298.2,308.0,1591.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,9.800000000000011,1.0666666666666667,0.0025632677,Low Risk,173,2016-04-16,19.32,9.08611111111111,2.4,8.05,East,AC
175,L,298.2,308.1,1306.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,1.1666666666666667,0.0019806102,Low Risk,174,2016-05-13,24.28,16.774652777777778,2.4,10.116666666666667,West,Washing Machine
176,L,298.2,308.1,1382.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,1.2333333333333334,0.0020243023,Low Risk,175,2016-03-20,16.15,5.882986111111111,2.4,6.729166666666666,North,Refrigerator
177,L,298.2,308.1,1618.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000034,1.3,0.0014571837,Low Risk,176,2016-04-12,15.9,10.648263888888888,2.4,6.625,West,Washing Machine
178,L,298.2,308.2,1988.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.3666666666666667,0.0012727767,Low Risk,177,2016-01-13,13.97,4.856944444444444,2.4,5.820833333333334,East,Washing Machine
179,L,298.2,308.2,1436.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.4333333333333333,0.013142238,Low Risk,178,2016-04-09,15.15,8.958680555555555,2.4,6.3125,North,AC
180,L,298.2,308.3,1304.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,1.5,0.0020665152,Low Risk,179,2016-04-15,18.92,11.671875,2.4,7.883333333333335,South,AC
181,L,298.2,308.3,1475.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,1.5666666666666667,0.0050982437,Low Risk,180,2016-03-02,13.360000000000001,5.936805555555555,2.4,5.566666666666667,West,Refrigerator
182,H,298.2,308.3,1824.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,1.6333333333333333,0.00088986673,Low Risk,181,2016-05-17,9.51,12.494791666666666,2.4,3.9625,West,AC
183,M,298.1,308.2,1342.0,48.1,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,1.8,0.0050899563,Low Risk,182,2016-02-18,12.06,1.1670138888888888,2.4,5.025,West,Refrigerator
184,L,298.1,308.2,1485.0,40.7,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,1.9,0.002037723,Low Risk,183,2016-04-01,8.58,7.143055555555555,2.4,3.575,East,Refrigerator
185,L,298.2,308.2,1667.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.9666666666666666,0.0014785004,Low Risk,184,2016-04-23,15.120000000000001,7.106597222222223,2.4,6.300000000000001,East,Refrigerator
186,L,298.2,308.2,1446.0,38.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.033333333333333,0.002144897,Low Risk,185,2016-05-18,11.84,12.92361111111111,2.4,4.933333333333334,North,Refrigerator
187,L,298.1,308.3,1301.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.1,0.0020706493,Low Risk,186,2016-01-21,13.34,0.17500000000000002,2.4,5.558333333333334,South,AC
188,L,298.2,308.4,1379.0,43.1,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.1666666666666665,0.002883892,Low Risk,187,2016-02-21,12.76,10.849652777777777,2.4,5.316666666666666,South,AC
189,L,298.3,308.5,1606.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.2333333333333334,0.0019838836,Low Risk,188,2016-04-18,10.34,6.659722222222222,2.4,4.308333333333334,East,Washing Machine
190,M,298.3,308.4,1539.0,43.4,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,2.3,0.001930555,Low Risk,189,2016-01-17,20.55,0.3927083333333334,2.4,8.5625,East,Refrigerator
191,L,298.2,308.4,1477.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.4,0.0078919055,Low Risk,190,2016-04-09,15.15,8.958680555555555,2.4,6.3125,North,AC
192,L,298.2,308.4,1666.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.466666666666667,0.0022932421,Low Risk,191,2016-05-01,14.09,7.963888888888889,2.4,5.870833333333334,West,Washing Machine
193,H,298.2,308.4,1398.0,51.8,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.533333333333333,0.0060103834,Low Risk,192,2016-03-10,13.38,4.634375,2.4,5.575,West,Washing Machine
194,H,298.2,308.4,1678.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.7,0.001136752,Low Risk,193,2016-05-02,12.33,10.198958333333334,2.4,5.1375,East,Refrigerator
195,M,298.2,308.5,2678.0,10.7,1.0,0.0,0.0,1.0,0.0,0.0,10.300000000000011,2.8666666666666667,0.99591607,High Risk,194,2016-01-12,12.34,5.566319444444444,2.4,5.141666666666667,South,AC
196,L,298.3,308.5,1453.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,2.966666666666667,0.0029927464,Low Risk,195,2016-05-18,11.84,12.92361111111111,2.4,4.933333333333334,North,Refrigerator
197,H,298.3,308.6,1432.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,3.033333333333333,0.011684362,Low Risk,196,2016-02-27,11.99,3.060416666666667,2.4,4.995833333333334,West,Washing Machine
198,M,298.4,308.6,1527.0,40.9,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,3.2,0.0025932144,Low Risk,197,2016-02-16,13.42,0.08749999999999998,2.4,5.591666666666667,North,Washing Machine
199,L,298.4,308.7,1588.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,3.3,0.0027465287,Low Risk,198,2016-01-19,11.99,-2.9291666666666667,2.4,4.995833333333334,West,Refrigerator
200,L,298.4,308.6,1433.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,3.3666666666666667,0.012216284,Low Risk,199,2016-04-18,10.34,6.659722222222222,2.4,4.308333333333334,East,Washing Machine
201,L,298.4,308.6,1609.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,3.433333333333333,0.0027465287,Low Risk,200,2016-02-27,11.99,3.060416666666667,2.4,4.995833333333334,West,Washing Machine
202,L,298.3,308.5,1575.0,41.2,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,3.5,0.0027409184,Low Risk,201,2016-05-20,9.32,13.777430555555556,2.4,3.8833333333333337,North,Washing Machine
203,M,298.4,308.5,1636.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,3.566666666666667,0.002043671,Low Risk,202,2016-03-04,13.73,4.074305555555556,2.4,5.720833333333334,West,Refrigerator
204,L,298.4,308.5,1490.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,3.6666666666666665,0.0028656279,Low Risk,203,2016-05-09,12.25,18.519791666666666,2.4,5.104166666666667,North,AC
205,L,298.4,308.5,1741.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,3.7333333333333334,0.0016183418,Low Risk,204,2016-05-05,12.1,12.8,2.4,5.041666666666667,West,Refrigerator
206,M,298.5,308.6,1344.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,3.8,0.006517644,Low Risk,205,2016-03-25,25.98,7.070833333333334,2.4,10.825000000000001,North,Refrigerator
207,L,298.5,308.7,1609.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,3.9,0.0042525693,Low Risk,206,2016-05-02,12.33,10.198958333333334,2.4,5.1375,East,Refrigerator
208,M,298.4,308.7,1421.0,60.7,1.0,0.0,0.0,1.0,0.0,0.0,10.300000000000011,3.966666666666667,0.9628326,High Risk,207,2016-04-23,15.120000000000001,7.106597222222223,2.4,6.300000000000001,East,Refrigerator
209,L,298.4,308.6,1591.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,4.066666666666666,0.0026304738,Low Risk,208,2016-04-03,10.34,15.3125,2.4,4.308333333333334,East,AC
210,L,298.4,308.6,1477.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,4.133333333333334,0.0029297222,Low Risk,209,2016-05-01,14.09,7.963888888888889,2.4,5.870833333333334,West,Washing Machine
211,L,298.4,308.7,1523.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,4.2,0.0031025272,Low Risk,210,2016-04-18,10.34,6.659722222222222,2.4,4.308333333333334,East,Washing Machine
212,L,298.5,308.7,1575.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,4.266666666666667,0.0050040293,Low Risk,211,2016-04-12,15.9,10.648263888888888,2.4,6.625,West,Washing Machine
213,H,298.4,308.7,1344.0,52.9,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,4.333333333333333,0.0039549884,Low Risk,212,2016-05-17,9.51,12.494791666666666,2.4,3.9625,West,AC
214,L,298.4,308.7,1386.0,44.9,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,4.5,0.007526062,Low Risk,213,2016-04-29,16.06,6.675810185185185,2.4,6.691666666666666,North,Refrigerator
215,M,298.3,308.6,1589.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,4.566666666666666,0.003065283,Low Risk,214,2016-04-01,8.58,7.143055555555555,2.4,3.575,East,Refrigerator
216,L,298.3,308.6,1548.0,40.3,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,4.666666666666667,0.0029849482,Low Risk,215,2016-03-04,13.73,4.074305555555556,2.4,5.720833333333334,West,Refrigerator
217,L,298.3,308.6,1499.0,38.3,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,4.733333333333333,0.003096192,Low Risk,216,2016-03-18,9.02,3.826388888888889,2.4,3.7583333333333333,South,Refrigerator
218,L,298.3,308.5,1664.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,4.8,0.004812746,Low Risk,217,2016-02-12,16.97,3.213888888888889,2.4,7.070833333333333,West,Washing Machine
219,L,298.3,308.6,1447.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,4.866666666666666,0.0052464814,Low Risk,218,2016-01-31,18.64,7.171527777777778,2.4,7.7666666666666675,West,Refrigerator
220,M,298.3,308.5,1434.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,4.933333333333334,0.011816088,Low Risk,219,2016-02-27,11.99,3.060416666666667,2.4,4.995833333333334,West,Washing Machine
221,L,298.3,308.5,1416.0,52.7,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.033333333333333,0.016501302,Low Risk,220,2016-05-17,9.51,12.494791666666666,2.4,3.9625,West,AC
222,H,298.4,308.5,1827.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,5.1,0.0020079624,Low Risk,221,2016-05-25,12.08,11.563541666666666,2.4,5.033333333333333,South,Washing Machine
223,L,298.4,308.6,1304.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,5.266666666666667,0.002044167,Low Risk,222,2016-05-24,13.85,11.568750000000001,2.4,5.770833333333333,North,AC
224,L,298.4,308.6,1569.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,5.333333333333333,0.005116959,Low Risk,223,2016-05-17,9.51,12.494791666666666,2.4,3.9625,West,AC
225,L,298.3,308.6,1584.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,5.4,0.018102776,Low Risk,224,2016-02-12,16.97,3.213888888888889,2.4,7.070833333333333,West,Washing Machine
226,L,298.3,308.5,1362.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.466666666666667,0.009249358,Low Risk,225,2016-05-04,11.370000000000001,9.895833333333334,2.4,4.737500000000001,North,Washing Machine
227,L,298.3,308.4,1329.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,5.533333333333333,0.0032587782,Low Risk,226,2016-05-08,9.87,19.372569444444444,2.4,4.1125,North,AC
228,L,298.3,308.5,1539.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.6,0.005116959,Low Risk,227,2016-02-01,22.45,10.956597222222221,2.4,9.354166666666666,North,Washing Machine
229,M,298.3,308.5,1629.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.666666666666667,0.0044853473,Low Risk,228,2016-02-17,9.620000000000001,-0.4972222222222222,2.4,4.008333333333334,North,Refrigerator
230,L,298.3,308.5,1538.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.766666666666667,0.006512687,Low Risk,229,2016-04-28,13.81,4.531134259259259,2.4,5.754166666666667,North,AC
231,L,298.3,308.6,1570.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,10.300000000000011,5.833333333333333,0.006338588,Low Risk,230,2016-03-01,10.42,2.4524305555555554,2.4,4.341666666666667,West,AC
232,L,298.3,308.4,1408.0,43.1,0.0,0.0,0.0,0.0,0.0,0.0,10.099999999999966,5.9,0.008514269,Low Risk,231,2016-01-18,13.530000000000001,-2.9378472222222225,2.4,5.637500000000001,North,Refrigerator
233,L,298.2,308.4,1424.0,47.6,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,5.966666666666667,0.01951137,Low Risk,232,2016-02-06,11.98,9.75173611111111,2.4,4.991666666666667,South,Refrigerator
234,L,298.2,308.4,1512.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,6.033333333333333,0.019894088,Low Risk,233,2016-02-06,11.98,9.75173611111111,2.4,4.991666666666667,South,Refrigerator
235,L,298.2,308.4,1478.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,6.1,0.015095758,Low Risk,234,2016-01-31,18.64,7.171527777777778,2.4,7.7666666666666675,West,Refrigerator
236,M,298.1,308.3,1680.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,6.166666666666667,0.012958793,Low Risk,235,2016-02-09,18.11,4.990972222222222,2.4,7.545833333333333,South,AC
237,L,298.1,308.3,1495.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,6.266666666666667,0.024380941,Low Risk,236,2016-04-16,19.32,9.08611111111111,2.4,8.05,East,AC
238,M,298.0,308.1,1552.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,6.333333333333333,0.011430526,Low Risk,237,2016-02-07,11.43,8.263541666666667,2.4,4.7625,North,AC
239,L,297.9,308.1,1393.0,50.3,0.0,0.0,0.0,0.0,0.0,0.0,10.200000000000045,6.433333333333334,0.020096516,Low Risk,238,2016-04-30,20.22,7.4906250000000005,2.4,8.425,South,Washing Machine
240,L,298.0,308.2,1611.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,6.5,0.035274684,Low Risk,239,2016-03-11,10.23,4.353125,2.4,4.2625,South,AC
241,M,298.0,308.1,1339.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,6.566666666666666,0.009250227,Low Risk,240,2016-02-27,11.99,3.060416666666667,2.4,4.995833333333334,West,Washing Machine
242,L,298.0,308.1,1777.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,10.100000000000023,6.666666666666667,0.020075103,Low Risk,241,2016-01-14,21.8,3.4319444444444445,2.4,9.083333333333334,South,AC
243,L,298.0,308.2,1348.0,58.8,1.0,0.0,0.0,0.0,1.0,0.0,10.199999999999989,6.733333333333333,0.9891081,High Risk,242,2016-02-14,14.75,2.732291666666667,2.4,6.145833333333334,East,Refrigerator
244,L,298.0,308.2,1442.0,44.1,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,6.8,0.13493834,Low Risk,243,2016-02-28,7.7,2.54375,2.4,3.2083333333333335,North,Refrigerator
245,M,298.0,308.2,1395.0,49.1,0.0,0.0,0.0,0.0,0.0,0.0,10.199999999999989,6.866666666666666,0.038153384,Low Risk,244,2016-01-27,6.57,10.219097222222222,2.4,2.7375000000000003,South,Washing Machine
